Workplace Example,Element Name,Hot Technology,In Demand
Sylvan Software DropChute Pro,Desktop communications software,N,N
Sylvan Software ShortCut,Word processing software,N,N
Symantec Altiris Deployment Solution,Configuration management software,N,N
Symantec Blue Coat Data Loss Prevention,Network monitoring software,N,N
Symantec Endpoint Protection,Transaction security and virus protection software,N,N
Symantec Ghost Solution Suite,Computer imaging software,N,N
Symantec Intruder Alert,Network monitoring software,N,N
Symantec LiveState,Backup or archival software,N,N
Symantec Norton Utilities,Filesystem software,N,N
Symantec PGP,Network security and virtual private network VPN equipment software,N,N
Symantec Veritas File System,Filesystem software,N,N
Symantec Veritas NetBackup,Backup or archival software,N,N
Symantec Veritas Volume Manager,Filesystem software,N,N
Symantec Visual Cafe,Development environment software,N,N
Symantec pcAnywhere,Desktop communications software,N,N
Symark PowerBroker,Access software,N,N
Symbolic debugger software,Program testing software,N,N
Symmetrica,Analytical or scientific software,N,N
Symphony GOLD,Materials requirements planning logistics and supply chain software,N,N
SynDiag,Medical software,N,N
SynaMed EMR,Medical software,N,N
Synapse Adaptive Connect Outloud,Internet browser software,N,N
Synapse outSPOKEN,Device drivers or system software,N,N
Synaptec LawBase Case Management,Data base user interface and query software,N,N
Sync Essentials Trade Accountant,Financial analysis software,N,N
Synergistic Office Solutions SOS Case Manager,Medical software,N,N
Synergy International Systems Synergy CaseTrack,Data base user interface and query software,N,N
Synergy Software KaleidaGraph,Analytical or scientific software,N,N
Synopsys Design Compiler,Analytical or scientific software,N,N
Synopsys HSIM,Analytical or scientific software,N,N
Synopsys HSPICE,Analytical or scientific software,N,N
Synopsys Hercules,Analytical or scientific software,N,N
Synopsys PrimeTime,Analytical or scientific software,N,N
Synopsys Saber,Analytical or scientific software,N,N
Synopsys Taurus Medici,Analytical or scientific software,N,N
Synopsys TetraMax ATPG,Analytical or scientific software,N,N
Synopsys electronic design software,Analytical or scientific software,N,N
Synplicity Synplify,Analytical or scientific software,N,N
Syntactically awesome style sheets SASS,Web platform development software,N,N
Syntec Systems Insight,Data base user interface and query software,N,N
Synthematix StructureSearch,Analytical or scientific software,N,N
Syscon Court Clerk,Project management software,N,N
Systat Software LISA.lims,Analytical or scientific software,N,N
Systat Software SigmaPlot,Analytical or scientific software,N,N
Systat Software SigmaStat,Analytical or scientific software,N,N
Systat Software TableCurve,Analytical or scientific software,N,N
System Innovators,Point of sale POS software,N,N
System and data disaster recovery software,Backup or archival software,N,N
System for Electronic Rate and Form Filing SERFF,Compliance software,N,N
System testing software,Program testing software,N,N
System3 POS software,Point of sale POS software,N,N
SystemVerilog,Development environment software,N,Y
Systems Union Group MIS DecisionWare,Financial analysis software,N,N
Systems analysis programs for hands on integrated reliability evaluation software SAPHIRE,Analytical or scientific software,N,N
Systems and application deployment and migration software,Configuration management software,N,N
Systems and applications migration software,Development environment software,N,N
Systems and data disaster recovery software,Backup or archival software,N,N
Systems integration software,Enterprise application integration software,N,N
Systemware,Document management software,N,N
TANKS,Analytical or scientific software,N,N
TCG Technologies i-CAM,Data base user interface and query software,N,N
TCI XML Credit Interface,Information retrieval or search software,N,N
TCS Hotel Software Guest Tracker,Facilities management software,N,N
TEAM Engineering FEMAP,Analytical or scientific software,N,N
TECHBASE,Analytical or scientific software,N,N
TECSYS EliteSeries,Materials requirements planning logistics and supply chain software,N,N
TECSYS PointForce Enterprise,Materials requirements planning logistics and supply chain software,N,N
TELCOR Billing Information System,Billing and invoicing software,N,N
TELEDYNE CARIS,Map creation software,N,N
TERRASCIENCES TerraStation,Analytical or scientific software,N,N
THOMAS Global Register,Information retrieval or search software,N,N
TIBCO Spotfire,Business intelligence and data analysis software,N,N
TIBCO Spotfire S+,Analytical or scientific software,N,N
TKSoftware RCM software,Graphical user interface development software,N,N
TMW Enterprise Transportation Management Systems,Materials requirements planning logistics and supply chain software,N,N
TMW PowerSuite,Enterprise resource planning ERP software,N,N
TNS MarketWhys,Analytical or scientific software,N,N
TNS Miriad,Analytical or scientific software,N,N
TOPAZ Enterprise Software Suite,Data base user interface and query software,N,N
TOPS Engineering MaxLoad Pro,Materials requirements planning logistics and supply chain software,N,N
TOTE code,Development environment software,N,N
TPNassist,Analytical or scientific software,N,N
TRACKUM Repair Manager,Data base user interface and query software,N,N
TRAX Animal Control and Dog Warden Officer Software,Data base user interface and query software,N,N
TRC Consultants PHDWin,Analytical or scientific software,N,N
TRL Software TRANSYT,Analytical or scientific software,N,N
TRMI Airport AVI,Data base user interface and query software,N,N
TRS Software TomCADD,Computer aided design CAD software,N,N
TSS Wireless Fleet Management Suite,Mobile location based services software,N,N
TTP LabTech comPOUND,Analytical or scientific software,N,N
TUBA software,Data base user interface and query software,N,N
TURBO Spring-Stat,Analytical or scientific software,N,N
TabIt,Music or sound editing software,N,N
TablEdit,Music or sound editing software,N,N
Tableau,Business intelligence and data analysis software,Y,N
Tablet application software,Mobile operator specific application software,N,N
Tabs3 PracticeMaster,Data base user interface and query software,N,N
Tactile graphic production kits software,Pattern design software,N,N
Tadpoles,Desktop communications software,N,N
Tailor Master,Customer relationship management CRM software,N,N
Tailwind Management Systems Tailwind,Materials requirements planning logistics and supply chain software,N,N
Take Solutions PharmaReady Document Management System,Document management software,N,N
Talend Big Data Integration,Data base management system software,N,N
Talend Data Fabric,Metadata management software,N,N
Talend Open Studio,Enterprise application integration software,N,N
TalendForge,Data base management system software,N,N
Talent Technology HireDesk,Human resources software,N,N
Talent Technology Resume Mirror,Human resources software,N,N
Talent Technology Talemetry,Human resources software,N,N
TalentHook,Human resources software,N,N
Talisma Knowledgebase,Data base user interface and query software,N,N
Tangible Media Group Luminous Table,Computer aided design CAD software,N,N
Tangier Sky Scheduler View,Data base user interface and query software,N,N
Tangle S Creations Your Insurance Office,Customer relationship management CRM software,N,N
Tanium software,Enterprise system management software,N,N
Tanner EDA L-Edit,Computer aided design CAD software,N,N
Tanner EDA T-SPICE,Analytical or scientific software,N,N
Tanner Research L-Edit,Computer aided design CAD software,N,N
TapLogic FarmLogic,Data base user interface and query software,N,N
TapRooT,Analytical or scientific software,N,N
Tape backup system software,Backup or archival software,N,N
Tariff databases,Data base user interface and query software,N,N
Task analysis software,Analytical or scientific software,N,N
TaskJuggler,Project management software,N,N
TatukGIS Editor,Geographic information system,N,N
Tave Studio Manager,Data base user interface and query software,N,N
Tax accounting software,Tax preparation software,N,N
Tax compliance property tax management software,Compliance software,N,N
Tax planning software,Tax preparation software,N,N
Tax software,Accounting software,N,N
Tcpdump,Network monitoring software,N,N
TeamDynamixHE,Project management software,N,N
Tebis computer aided design software,Computer aided manufacturing CAM software,N,N
TechExcel ServiceWise,Customer relationship management CRM software,N,N
TechHackers Convertible Bond @nalyst,Financial analysis software,N,N
TechHackers Credit @nalyst,Financial analysis software,N,N
TechHackers Exotic @nalyst,Financial analysis software,N,N
TechHackers Financial @nalyst,Financial analysis software,N,N
TechHackers IRO @nalyst,Financial analysis software,N,N
TechHackers MBS @nalyst,Financial analysis software,N,N
